Data Escala de Tempo 1 GE Simp 4,Data Dica,dsc_estado,id_subsistema,nom_tipousinasite,nom_usina 2,Período Exibido GE,Selecione Tipo de GE Simp 4
06/01/2020 04:00:00,6/1/2020 4:00,*,*,Térmica,*,5,11715,53899946
06/01/2020 05:00:00,6/1/2020 5:00,*,*,Térmica,*,5,11667,17799986
06/01/2020 06:00:00,6/1/2020 6:00,*,*,Térmica,*,5,11650,36799958
06/01/2020 07:00:00,6/1/2020 7:00,*,*,Térmica,*,5,11610,31400119
06/01/2020 08:00:00,6/1/2020 8:00,*,*,Térmica,*,5,11621,31300075
06/01/2020 09:00:00,6/1/2020 9:00,*,*,Térmica,*,5,11665,79899936
06/01/2020 10:00:00,6/1/2020 10:00,*,*,Térmica,*,5,11558,79499871
06/01/2020 11:00:00,6/1/2020 11:00,*,*,Térmica,*,5,11615,08299984
06/01/2020 12:00:00,6/1/2020 12:00,*,*,Térmica,*,5,11617,89299982
06/01/2020 13:00:00,6/1/2020 13:00,*,*,Térmica,*,5,11635,49600024
06/01/2020 14:00:00,6/1/2020 14:00,*,*,Térmica,*,5,11640,0970001
06/01/2020 15:00:00,6/1/2020 15:00,*,*,Térmica,*,5,11602,71300043
06/01/2020 16:00:00,6/1/2020 16:00,*,*,Térmica,*,5,11662,13700021
06/01/2020 17:00:00,6/1/2020 17:00,*,*,Térmica,*,5,11661,54500075
06/01/2020 18:00:00,6/1/2020 18:00,*,*,Térmica,*,5,11730,13799987
06/01/2020 19:00:00,6/1/2020 19:00,*,*,Térmica,*,5,11740,05000065
06/01/2020 20:00:00,6/1/2020 20:00,*,*,Térmica,*,5,11707,09600032
06/01/2020 21:00:00,6/1/2020 21:00,*,*,Térmica,*,5,11722,17900074
06/01/2020 22:00:00,6/1/2020 22:00,*,*,Térmica,*,5,11697,93999863
06/01/2020 23:00:00,6/1/2020 23:00,*,*,Térmica,*,5,11684,00200086
07/01/2020 00:00:00,7/1/2020 0:00,*,*,Térmica,*,5,11652,77600096
